"edibility","cap_shape","cap_surface","cap_color","bruises","odor","gill_attachement","gill_spacing","gill_size","gill_color","stalk_shape","stalk_root","stalk_surface_above_ring","stalk_surface_below_ring","stalk_color_above_ring","stalk_color_below_ring","veil_type","veil_color","ring_number","ring_type","spore_print_color","population","habitat"
"edible","conical","scaly","brown","no","foul","attached","close","broad","brown","tapering","cup","smooth","silky","pink","pink","universal","white","one","pendant","yellow","clustered","leaves"
"edible","convex","scaly","gray","yes","musty","free","distant","broad","pink","enlarging","bulbous","fibrous","silky","green","purple","partial","brown","two","cobwebby","orange","numerous","leaves"
"poisonous","knobbed","scaly","brown","no","foul","descending","crowded","narrow","buff","enlarging","rhizomorphs","scaly","scaly","purple","purple","partial","orange","two","large","buff","several","leaves"
"poisonous","knobbed","fibrous","brown","no","fishy","attached","crowded","broad","green","tapering","rhizomorphs","smooth","fibrous","cinnamon","purple","partial","brown","one","cobwebby","buff","solitary","paths"
"edible","flat","grooves","yellow","yes","none","attached","close","broad","red","enlarging","bulbous","scaly","scaly","pink","pink","partial","orange","b","large","chocolate","scattered","grasses"
"poisonous","convex","grooves","cinnamon","no","spicy","descending","crowded","narrow","buff","tapering","bulbous","scaly","scaly","white","white","partial","orange","one","evanescent","white","numerous","waste"
"poisonous","flat","scaly","pink","yes","fishy","attached","crowded","broad","green","enlarging","rhizomorphs","fibrous","fibrous","white","green","partial","brown","two","evanescent","white","solitary","paths"
"poisonous","convex","scaly","white","no","fishy","free","crowded","narrow","buff","tapering","bulbous","smooth","silky","green","green","partial","white","one","evanescent","orange","numerous","leaves"
"poisonous","flat","scaly","brown","no","fishy","notched","close","narrow","buff","tapering","equal","smooth","silky","gray","gray","partial","yellow","one","evanescent","chocolate","scattered","leaves"
"edible","conical","smooth","brown","no","anise","attached","close","narrow","yellow","tapering","bulbous","silky","silky","pink","green","universal","white","two","pendant","yellow","numerous","leaves"
"edible","flat","scaly","gray","no","none","notched","close","broad","white","tapering","equal","silky","smooth","brown","purple","partial","yellow","b","sheathing","black","scattered","waste"
"edible","flat","scaly","brown","no","none","attached","close","narrow","red","tapering","bulbous","smooth","smooth","pink","pink","universal","orange","b","pendant","orange","scattered","leaves"
"poisonous","convex","grooves","brown","yes","spicy","descending","close","broad","purple","enlarging","rooted","silky","scaly","white","white","partial","orange","two","evanescent","yellow","several","urban"
"poisonous","knobbed","smooth","white","no","spicy","free","close","narrow","buff","tapering","club","silky","silky","purple","gray","partial","white","one","pendant","chocolate","abundant","leaves"
"poisonous","knobbed","smooth","cinnamon","no","musty","free","crowded","narrow","buff","tapering","bulbous","silky","smooth","green","green","partial","white","one","none","white","numerous","wood"
"poisonous","sunken","fibrous","brown","yes","musty","free","crowded","broad","green","tapering","rhizomorphs","smooth","smooth","green","green","partial","white","one","evanescent","white","solitary","meadows"
"edible","bell","scaly","brown","no","none","free","close","broad","brown","tapering","bulbous","smooth","silky","red","pink","partial","orange","b","pendant","brown","abundant","leaves"
"poisonous","sunken","scaly","red","no","spicy","notched","close","narrow","green","tapering","rhizomorphs","smooth","smooth","purple","white","partial","yellow","one","evanescent","white","several","paths"
"edible","conical","scaly","brown","no","pungent","free","close","narrow","pink","tapering","cup","silky","smooth","purple","purple","universal","white","one","pendant","white","several","leaves"
"poisonous","knobbed","scaly","brown","yes","anise","descending","close","narrow","buff","tapering","bulbous","scaly","silky","buff","buff","partial","orange","one","evanescent","brown","several","meadows"
"edible","knobbed","scaly","white","no","pungent","free","distant","broad","gray","enlarging","missing","smooth","scaly","purple","purple","partial","orange","one","pendant","white","several","grasses"
"poisonous","conical","fibrous","pink","yes","pungent","attached","distant","narrow","pink","tapering","cup","fibrous","smooth","purple","purple","partial","white","one","evanescent","white","clustered","urban"
"poisonous","convex","smooth","brown","no","foul","free","crowded","narrow","buff","tapering","rooted","silky","silky","cinnamon","cinnamon","universal","white","one","pendant","white","numerous","wood"
"edible","convex","fibrous","gray","no","none","free","distant","broad","gray","enlarging","rooted","smooth","fibrous","purple","purple","partial","brown","two","evanescent","buff","scattered","grasses"
"poisonous","convex","scaly","white","no","fishy","notched","crowded","narrow","buff","tapering","rooted","smooth","smooth","green","green","universal","white","two","evanescent","orange","numerous","paths"
"edible","convex","scaly","gray","no","anise","free","distant","broad","white","enlarging","bulbous","fibrous","smooth","purple","purple","partial","brown","one","cobwebby","white","numerous","paths"
"poisonous","sunken","fibrous","yellow","no","creosote","attached","crowded","broad","buff","enlarging","bulbous","fibrous","silky","green","cinnamon","partial","brown","one","evanescent","buff","several","paths"
"poisonous","flat","scaly","purple","yes","foul","attached","close","broad","white","tapering","missing","fibrous","fibrous","purple","purple","partial","brown","one","evanescent","white","several","wood"
"edible","bell","fibrous","green","no","none","attached","close","broad","orange","enlarging","club","silky","silky","red","red","partial","white","two","cobwebby","purple","abundant","paths"
"poisonous","convex","smooth","cinnamon","no","creosote","attached","close","broad","buff","enlarging","bulbous","silky","smooth","cinnamon","cinnamon","partial","brown","two","cobwebby","buff","numerous","paths"
"edible","bell","scaly","gray","no","none","notched","distant","broad","pink","enlarging","bulbous","smooth","smooth","pink","purple","universal","yellow","two","zone","white","numerous","grasses"
"poisonous","knobbed","smooth","white","no","anise","free","distant","narrow","white","tapering","bulbous","silky","silky","buff","green","universal","white","one","pendant","white","several","meadows"
"poisonous","convex","scaly","cinnamon","no","almond","free","close","narrow","buff","tapering","bulbous","smooth","smooth","brown","green","partial","white","one","sheathing","white","abundant","grasses"
"poisonous","knobbed","scaly","brown","no","none","free","close","narrow","buff","tapering","bulbous","silky","silky","red","green","universal","white","b","evanescent","white","abundant","wood"
"edible","knobbed","fibrous","gray","no","spicy","free","crowded","broad","yellow","enlarging","rhizomorphs","fibrous","silky","purple","purple","partial","brown","two","pendant","white","numerous","grasses"
"edible","knobbed","fibrous","white","no","none","free","distant","narrow","pink","enlarging","missing","silky","smooth","purple","purple","universal","white","two","none","white","several","urban"
"poisonous","sunken","smooth","red","yes","creosote","attached","close","broad","buff","enlarging","bulbous","smooth","fibrous","cinnamon","cinnamon","partial","brown","two","evanescent","buff","solitary","grasses"
"edible","knobbed","smooth","yellow","no","almond","free","close","narrow","red","tapering","equal","smooth","silky","brown","purple","universal","white","b","pendant","white","numerous","grasses"
"poisonous","bell","scaly","brown","no","foul","free","close","narrow","buff","enlarging","bulbous","smooth","silky","green","red","partial","white","b","large","purple","abundant","urban"
"poisonous","bell","smooth","cinnamon","no","none","attached","close","broad","buff","enlarging","club","fibrous","fibrous","green","red","partial","brown","b","evanescent","purple","several","leaves"
"edible","knobbed","smooth","white","no","none","free","distant","broad","white","tapering","missing","silky","silky","buff","buff","partial","white","two","pendant","white","scattered","meadows"
"poisonous","bell","fibrous","red","yes","fishy","free","close","narrow","orange","tapering","bulbous","fibrous","fibrous","gray","purple","partial","white","one","evanescent","chocolate","abundant","leaves"
"edible","bell","scaly","red","no","foul","free","distant","broad","white","enlarging","cup","silky","smooth","pink","pink","universal","yellow","one","sheathing","white","scattered","wood"
"poisonous","knobbed","scaly","red","no","fishy","descending","close","broad","green","tapering","rhizomorphs","scaly","scaly","green","green","partial","orange","one","evanescent","orange","several","leaves"
"edible","convex","fibrous","white","yes","none","attached","distant","broad","gray","enlarging","missing","smooth","fibrous","purple","purple","partial","brown","one","cobwebby","white","several","waste"
"edible","flat","smooth","pink","no","almond","attached","close","broad","brown","tapering","equal","smooth","smooth","brown","brown","universal","white","one","pendant","brown","scattered","leaves"
